merged,Location,Block,Position,ID,Treatment,row,col,Year,Cut,MSC,DM,Height,Yield,FD,Yield_201,Yield_202,Height_201,Height_202,DM_201,DM_202,MSC_201,MSC_202
OR_2019_4,OR,10,15,31015,107,98,2,2019,4,NA,NA,27,3.75,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,16,31016,103,98,1,2019,4,NA,NA,22,2.54,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,17,31017,201,99,2,2019,4,2.4,20.59,21,2.71,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,18,31018,7,99,1,2019,4,NA,NA,16,2,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,19,31019,32,100,2,2019,4,NA,NA,19,2.24,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,10,20,31020,175,100,1,2019,4,NA,NA,22,3.23,NA,2.71,2.3,21,24,20.59,19.35,2.4,2
OR_2019_4,OR,11,1,31101,2,101,2,2019,4,NA,NA,28,3.25,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,2,31102,11,101,1,2019,4,NA,NA,13,2,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,3,31103,201,102,2,2019,4,2.2,21.17,18,2.4,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,4,31104,5,102,1,2019,4,NA,NA,28,2.41,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,5,31105,180,103,2,2019,4,NA,NA,24,3.49,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,6,31106,136,103,1,2019,4,NA,NA,12,2.04,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,7,31107,9,104,2,2019,4,NA,NA,12,2,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,8,31108,26,104,1,2019,4,NA,NA,23,2.56,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,9,31109,53,105,2,2019,4,NA,NA,24,3.15,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,10,31110,1,105,1,2019,4,NA,NA,28,3.8,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,11,31111,198,106,2,2019,4,NA,NA,26,3.95,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,12,31112,42,106,1,2019,4,NA,NA,8,1.26,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,13,31113,43,107,2,2019,4,NA,NA,13,2.06,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,14,31114,14,107,1,2019,4,NA,NA,22,2.75,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,15,31115,163,108,2,2019,4,NA,NA,20,2.89,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,16,31116,130,108,1,2019,4,NA,NA,19,2.32,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,17,31117,97,109,2,2019,4,NA,NA,12,2.15,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,18,31118,202,109,1,2019,4,2.5,20.26,24,3.29,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,19,31119,124,110,2,2019,4,NA,NA,14,2.08,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
OR_2019_4,OR,11,20,31120,35,110,1,2019,4,NA,NA,18,2.47,NA,2.4,3.29,18,24,21.17,20.26,2.2,2.5
